BeverageSegment,Brand,DigitalCatalogProductName,WineVarietal,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,ProductDescShort,ProductDescLong,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,ProductBullet06,ProductBullet07,ProductBullet08,ProductBullet09,ProductBullet10,ProductBullet11,ProductBullet12,SurgeonGeneralWarning,ProductDisclaimerSparkling,ProductPlaceOfOrigin,CountryOfOrigin,LegalSocialResponsibility,LegalMandatoryStatement,Image_package_front,Image_package_right,Image_package_left,Image_bottle_standard,Image_label_front,Image_label_back,Image_can_standard,Image_box_front,Image_box_right,Image_box_left,Nutrition_Ingredients,ABV
Wine,Band Of Roses,"Band Of Roses Rose, Charles Smith Wines, Blush Wine, 375 mL Can",Rose,375,mL,1,,Can,Band Of Roses Rose is a dry blush wine with a silky palate and vibrant floral notes to enjoy with your latest playlist in an easy canned wine format - no glass needed,"Band Of Roses Rose is a dry blush wine with a silky palate and vibrant floral notes to enjoy with your latest playlist and serve to your favorite guest list. This rose wine has hints of crisp tangerine and a touch of passion fruit. Enjoy this portable canned wine chilled - no glass needed - either on its own or paired with poultry dishes, an avocado breakfast burrito, goat cheese or an arugula salad. Please enjoy our wines responsibly. � 2020 Charles Smith Wines, Sonoma, CA.",One 375 mL can of Band Of Roses Rose Blush Wine,Each wine can is equivalent to approximately 2.5 glasses of rose wine,Bring the experience of premium rose wine anywhere with this easily chilled and portable can,Rose wine with hints of crisp tangerine and a touch of passion fruit,Each can of wine offers tangerine and passion fruit flavors,Premium rose wine with a refreshing finish and plush texture with delicate fruit and floral notes,,California appellated wine,"Pairs well with jerk chicken, avocado breakfast burritos, goat cheese and arugula salad",Refrigerate this dry rose wine for at least two hours before serving chilled for best taste,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,,,,,,,,,http://images.salsify.com/image/upload/s--oiTzxKPw--/upza7rmgm4o6lgidhgrn.png,,,,, Blush Wine
Wine,Woodbridge by Robert Mondavi,"Woodbridge by Robert Mondavi Malbec, Red Wine, 750 mL Bottle",Malbec,750,mL,1,,Bottle,"Woodbridge by Robert Mondavi Malbec Red Wine offers juicy fruit notes of plum and blackberry and bold aromas of cedar and blueberry. This bold, California wine pairs perfectly with spicy meat dishes.","Woodbridge by Robert Mondavi Malbec Red Wine is a bold wine that offers juicy fruit flavors of plum and blackberry with a touch of vanilla. Bold aromas of cedar, fresh black cherry and blueberry draw you into a medium bodied wine that's richly complex but approachable. The malbec grapes used in this California red wine are sourced from Lodi, then aged in French and Hungarian oak barrels. The distinctive notes of spicy oak that result allow this malbec wine to pair perfectly with intense meat dishes, such as smoky cured meats, lamb chops or carne asada. It's also delicious to sip on its own. For the best flavor, store this bottle of wine at room temperature, then chill in the refrigerator for 30 to 60 minutes before serving. Crafted for over 30 years and perfect for every day, Woodbridge offers approachable fine wine that you don't have to overthink. Please enjoy our wines responsibly. � 2020 Woodbridge Winery, Acampo, CA.",One 750 mL bottle of Woodbridge by Robert Mondavi Malbec Red Wine,,,"This bold Woodbridge wine offers fresh black cherry, blueberry, and cedar aromas",This malbec wine displays rich plum and blackberry flavor with just a touch of vanilla,"Featuring a juicy, medium body, this wine offers the palate rich complexity","Aging in French and Hungarian oak barrels gives this fine wine a distinct, spicy taste",Grapes for this California wine are sourced from the Lodi region,This malbec wine is delicious solo or with bold meat dishes like lamb chops or carne asada,Store this bottle of wine at room temperature and chill for 30 to 60 minutes before drinking,,"Born from a legend, enjoyed by all.  From One For All.","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 Woodbridge Winery, Acampo, CA",,,,http://images.salsify.com/image/upload/s--cXvEC2eg--/qkgy7r58rjq8znbepoq5.png,http://images.salsify.com/image/upload/s--So9pJpmm--/qx6uypsrmkyndull29qw.jpg,http://images.salsify.com/image/upload/s--wJgyk-Ef--/la52uwgddkngstgjbwf4.png,,,,,, 750 mL Bottle
Wine,Manischewitz,"Manischewitz Concord Kosher, Red Wine, 3 L Bottle",Concord Kosher,3,L,1,,Bottle,Manischewitz Concord Kosher is smooth with plenty of grape flavors. The crisp acidity balances the sweetness and fruit aromas. This red wine goes wonderfully with barbecued meats and desserts.,"The Manischewitz winery is located in Canandaigua, New York, and is best known for its budget concord wine. It is aged in steel tanks at cold temperatures to maintain fruit aromas. A sweet wine with a pleasant mouth feel and a smooth aftertaste. A smooth fruity wine with plenty of grape flavor and a subtle aroma of confectionery flavors. The crisp acidity balances the sweetness and up front fruit aromas. The natural fruitiness allows this wine to be served chilled. Goes wonderfully with barbecued meats, and fruity desserts.",,,,,Subtle aroma of confectionery flavors,,,,"Goes wonderfully with barbecued meats, and fruity desserts",Natural fruitiness allows this wine to be served chilled,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,United States,United States,Please enjoy our wines responsibly.,"� 2020 Manischewitz Wine Company, Canandaigua, NY",,,,http://images.salsify.com/image/upload/s--E2tzLEy---/kwxofdeykfka6uyndvd4.png,,,,,,,, 3 L Bottle
Wine,Richards Wild Irish Rose,"Richards Wild Irish Rose, Red Wine, 3 L Bottle",Red,3,L,1,,Bottle,Richards Wild Irish Rose is a strong but sweet wine that consistently delivers great taste. Wild Irish Rose 17% Red Wine is 100% pure grape wine with a medium body and medium sweetness.,"Richards Wild Irish Rose is a strong but sweet wine that consistently delivers great taste. One of the first branded wines in America, Wild Irish Rose has been delivering quality, full-flavored, and fruity fortified wines for more than 50 years. The lambrusco and vinifera juices are cool fermented in stainless steel. The wine is then blended, sweetened, and fortified with citrus brandy. Wild Irish Rose 17% Red Wine is 100% pure grape wine. A proprietary blend of native New York grape juice and white grape juice is used. Special care is taken to preserve the delicate, concord grape taste profile and color. Balance: medium body and medium sweet. Fruit: concord grape character.",,,,,Concord grape character,"Balanced, medium body and medium sweet",,,,,,One of the first branded wines in America,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Beverage Wine,United States,Please enjoy our wines responsibly.,"� 2020 Richards Wine Company, Canandaigua, NY",,,,http://images.salsify.com/image/upload/s--LzSgNXso--/q8ypqjz1ktuev9bx7e3e.png,,,,,,,, 3 L Bottle
Wine,Manischewitz,"Manischewitz Concord Kosher, Red Wine, 750 mL Bottle",Concord Kosher,750,mL,1,,Bottle,Manischewitz Concord Kosher is smooth with plenty of grape flavors. The crisp acidity balances the sweetness and fruit aromas. This red wine goes wonderfully with barbecued meats and desserts.,"The Manischewitz winery is located in Canandaigua, New York, and is best known for its budget concord wine. It is aged in steel tanks at cold temperatures to maintain fruit aromas. A sweet wine with a pleasant mouth feel and a smooth aftertaste. A smooth fruity wine with plenty of grape flavor and a subtle aroma of confectionery flavors. The crisp acidity balances the sweetness and up front fruit aromas. The natural fruitiness allows this wine to be served chilled. Goes wonderfully with barbecued meats, and fruity desserts.",,,,,Subtle aroma of confectionery flavors,,,,"Goes wonderfully with barbecued meats, and fruity desserts",Natural fruitiness allows this wine to be served chilled,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,United States,United States,Please enjoy our wines responsibly.,"� 2020 Manischewitz Wine Company, Canandaigua, NY",,,,http://images.salsify.com/image/upload/s--fI8ml2x5--/rro0ad0jjwub8dsroq7m.png,http://images.salsify.com/image/upload/s--JIxsF7q2--/fawv3ljfwzcskmf4llu4.png,http://images.salsify.com/image/upload/s--Te5e8kGt--/dqug0aogmqnimdsxigek.png,,,,,, 750 mL Bottle
Wine,Clos du Bois,"Clos du Bois Merlot, Red Wine, 750 mL Bottle",Merlot,750,mL,1,,Bottle,"Clos du Bois Merlot opens with aromas of black cherry, brown spice, and light toasty oak. In the mouth, this red wine has a rich texture with concentrated blackberry fruit and notes of mocha.","Clos du Bois Winery farms almost 800 acres in the vibrantly diverse wine regions of Sonoma County and Coastal California. Working with a family of trusted growers from some of the best vineyards, each vintage is crafted to achieve balance, intensity, and true varietal character. This Clos du Bois Merlot has aromas of black cherry, brown spice, and light toasty oak. In the mouth, this red wine has a rich texture with concentrated blackberry fruit and notes of mocha. This rich, balanced Merlot pairs nicely with a wide range of foods, including roast chicken and pork, or pasta.",,,,,Rich texture with concentrated blackberry fruit and notes of mocha,,,From the vibrantly diverse wine regions of Sonoma County and Coastal California,Pairs nicely with a wide range of foods,,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 Clos du Bois, Geyserville, CA",,,,http://images.salsify.com/image/upload/s--bALlp73C--/poqffqtsfovnxtggwcfe.png,http://images.salsify.com/image/upload/s--pxf1KHjf--/hgzzrrrtacht51f5dkbj.png,http://images.salsify.com/image/upload/s--p-fSBQCA--/y0btdtjjpnq67mutaogg.png,,,,,, 750 mL Bottle
Wine,Manischewitz,"Manischewitz Cherry Kosher, Red Wine, 1.5 L Bottle",Cherry Kosher,1.5,L,1,,Bottle,Manischewitz Cherry Kosher has aromas and tastes of cherry pie. The crisp acidity balances the sweetness and up front fruit aromas. This red wine goes wonderfully with roasted meats or desserts.,"The Manischewitz winery is located in Canandaigua, New York, and is best known for its budget concord wine. It is aged in steel tanks at cold temperatures to maintain fruit aromas. Full-bodied and sweet but balanced, this wine has aromas and tastes reminiscent of fresh-baked cherry pie. The crisp acidity balances the sweetness and up front fruit aromas. The natural fruitiness allows this wine to be served chilled. Goes wonderfully with roasted meats with fruit sauces, or paired with cherry-based desserts.",,,,,Aromas and tastes reminiscent of fresh-baked cherry pie,Full-bodied and sweet but balanced,,,"Goes wonderfully with roasted meats with fruit sauces, or cherry-based desserts",Natural fruitiness allows this wine to be served chilled,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,United States,United States,Please enjoy our wines responsibly.,"� 2020 Manischewitz Wine Company, Canandaigua, NY",,,,http://images.salsify.com/image/upload/s--eksKckhB--/nka2okzzffjdrzficidz.png,http://images.salsify.com/image/upload/s--yFzXp9Mm--/sjwe5vgcntpbm1javwuh.jpg,,,,,,, 1.5 L Bottle
Wine,Richards Wild Irish Rose,"Richards Wild Irish Rose Wild Fruit, Blush Wine, 375 mL Bottle",Wild Fruit,375,mL,1,,Bottle,"Richards Wild Irish Rose is a strong but sweet wine that consistently delivers great taste. This Wild Fruit Wine is balanced, medium-bodied and flavored with ginseng. It contains 17% ABV.","Richards Wild Irish Rose is a strong but sweet wine that consistently delivers great taste. One of the first branded wines in America, Wild Irish Rose has been delivering quality, full-flavored, and fruity fortified wines for more than 50 years. The lambrusco and vinifera juices are cool fermented in stainless steel. The wine is then blended, sweetened, and fortified with brandy. Wild Irish Rose 17% Wild Fruit Wine is a proprietary blend of concord grapes and native New York grape concentrate with enhanced grape character and color. Special care is taken to preserve the delicate, neutral taste profile and color. It's flavored with the earthy taste of ginseng. Balance: medium body. Fruit: tropical fruits, mango.",,,,,"Tropical fruits, mango","Balanced, medium body and flavored with ginseng",,,,,,One of the first branded wines in America,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,New York,United States,Please enjoy our wines responsibly.,"� 2020 Richards Wine Company, Canandaigua, NY",,,,http://images.salsify.com/image/upload/s--7ampjr2_--/pi1dvefvflwhnwp2eohn.png,,,,,,,, 375 mL Bottle
Wine,SIMI,"SIMI Sonoma County Rebel Cask Red Blend, Red Wine, 750 mL Bottle",Red Blend,750,mL,1,,Bottle,"SIMI Rebel Cask is a Prohibition style Red Blend aged in Rye Whiskey barrels. Sourced from Sonoma County, with flavors of blueberry, blackberry, chocolate, with warm toasty notes and a spicy finish.","Introducing the rebellious side of SIMI. Inspired by our prohibition history, Rebel Cask is a red blend aged in Rye Whiskey Barrels. When prohibition swept the nation, SIMI persevered, never missing a harvest. Rebel Cask pays tribute to our rebellious winemaking by adding wine aged in Rye Whiskey barrels to this red blend. Rye Whiskey was a hot commodity for bootleggers during prohibition, and its spiced, fruity notes make it a perfect complement to our wines today. Sourced from prestigious vineyards in Sonoma County, SIMI Rebel Cask has aromas of brambly blackberry, cardamom and spice with succulent flavors of blueberry, blackberry, and dark chocolate, with warm toasty notes, firm tannins and a spicy finish. Pair this red wine with grilled meats or vegetables, rich cheeses, or enjoy on its own. For best enjoyment, place in fridge for 20 minutes prior to serving.",,,,,"Succulent flavors of blueberry, blackberry, dark chocolate, with warm toasty notes",Firm tannins and a spicy finish,Aging wine in Rye Whiskey barrels imparts rich and spiced flavors,"Grapes sourced from prestigious vineyards in Sonoma County, CA",,"For best enjoyment, place in fridge for 20 minutes prior to serving",,SIMI Winery was built on the spirit of always striving and constantly evolving.,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 SIMI Winery, Geyserville, CA",,,,http://images.salsify.com/image/upload/s--WEEVZ7FF--/ojrtkvadp0fcmrxjoudh.png,http://images.salsify.com/image/upload/s---qfOE-uq--/aitvlvx6zknoej7atrzd.jpg,http://images.salsify.com/image/upload/s--YfQpqfnB--/dmohpe3vm8tayaqanrmu.jpg,,,,,, 750 mL Bottle
Wine,Rex Goliath,"Rex Goliath Chardonnay, White Wine, 1.5 L Bottle",Chardonnay,1.5,L,1,,Bottle,Rex Goliath Chardonnay has bold aromas of apple and pear. Splashed with the aromatic layers of delicate floral notes coupled with bright citrus character. This white wine is the ultimate food wine.,"At the turn of the 20th century, Rex Goliath, the �World�s Largest Rooster�, was the treasured attraction of a Texas circus. We honor Rex with our premium varietal wines. Mark Ferguson joined the team as a winemaker in 2011 and has added his expertise to every bottle ever since. He brings enthusiasm and comprehensive experience and works to continue the legacy of bold flavors and big personality for which the wines have become known. This wine is a true sun-kissed chardonnay with bold aromas of apple and pear, combined with the classic spices of Grandma's apple pie. We�ve added a splash of aromatic white varietals to provide layers of delicate floral notes coupled with bright citrus character. It's the ultimate food wine.",,,,,A splash of aromatic white varietals provides layers of delicate floral notes,,,,The ultimate food wine,,,A legacy of bold flavors and big personality,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 HRM Rex-Goliath Winery, Acampo, CA",,,,http://images.salsify.com/image/upload/s--kY9HLCTs--/pachshr6oyiftmtnwrih.png,http://images.salsify.com/image/upload/s--14rIp-8i--/vjvcxndwe9zoxy2ogim7.jpg,http://images.salsify.com/image/upload/s--v1OkK69x--/xf3tmkvl4ftdnjcnd9np.png,,,,,, 1.5 L Bottle
Wine,Cooper and Thief,"Cooper and Thief Napa Valley Rye Barrel Aged Cabernet Sauvignon, Red Wine, 750 mL Bottle",Cabernet Sauvignon,750,mL,1,,Bottle,"Cooper and Thief Napa Valley Rye Barrel-Aged Cabernet Sauvignon Red Wine is a red blend that's complex on the palate, finishing with a smooth structure reminiscent of a fine rye whiskey.","Cooper and Thief Napa Valley Rye Barrel-Aged Cabernet Sauvignon Red Wine is a red blend that's complex on the palate with rich, warm dark fruit flavors and aromas with hints of toasted rye spice. Crafted with cabernet sauvignon, merlot, cabernet franc and petit verdot grapes from Napa Valley, this California red wine blend challenges tradition by aging in High West rye whiskey barrels for six months. The unique varietal blend and barrel aging gives this Napa Valley wine a lush mouthfeel with supple tannins and a smooth finish reminiscent of a fine rye whiskey. For best taste and quality, store this Cooper and Thief wine at room temperature, then refrigerate for 30 minutes before serving, pairing it with lamb and pork dishes or steak with vegetables. Please enjoy our wines responsibly. � 2020 Cooper & Thief Cellarmasters, Lodi, CA USA",One 750 mL bottle of Cooper and Thief Napa Valley Rye Barrel-Aged Cabernet Sauvignon Red Wine,,,"This red blend opens with warm, dark fruit aromas",Fruity cabernet sauvignon wine with hints of toasted rye spice,This full-bodied red wine blend has a lush mouthfeel with supple tannins and a smooth finish,"Cabernet sauvignon, merlot, cabernet franc and petit verdot red blend, aged in rye whiskey barrels",California wine crafted with grapes from Napa Valley,Pairs well with lamb and pork dishes or steak with vegetables,"Store this bottle of wine at room temperature, then chill for 30 minutes before serving",,Cooper & Thief doesn't taste like other wines because it's not - it�s born from mischief.,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 Cooper & Thief Cellarmasters, Lodi, CA",,,,http://images.salsify.com/image/upload/s--PVtsNfGu--/f8j0rcuestyolrq67l75.png,,,,,,,, 750 mL Bottle
Wine,Estancia,"Estancia Pinot Noir, Red Wine, 750 mL Bottle",Pinot Noir,750,mL,1,,Bottle,"Monterey Bay�s cool ocean breezes create perfect growing conditions for this Estancia Pinot Noir in Monterey County. One sip of this delicate, silky red wine, and you�re sure to fall in love.","Estancia's vineyard lies in the Thermal Rainbow of Monterey County appellation, which features midday heat tempered by morning and late-afternoon fog-perfect for developing the intense fruit character. Pinnacles Vineyard was one of the first vineyards in California to be planted with a permanent irrigation system. This pinot noir has aromas of cherry, raspberry, and warm spices, with flavors of luscious berries and baking spices with a lingering, silky finish. Varietal: 100% pinot noir.",,,,,"Flavors of luscious berries and baking spices with a lingering, silky finish",Midday heat tempered by morning and late-afternoon fog develop intense fruit character,,From the Thermal Rainbow of Monterey County appellation,,,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 Estancia Winery, Acampo, CA",,,,http://images.salsify.com/image/upload/s--GE8_njTk--/mwozggso9mnhp0b8zyef.png,http://images.salsify.com/image/upload/s--CpLMeMHC--/ru2xouckznd4vn1rmhqn.jpg,http://images.salsify.com/image/upload/s--I3PTNF5P--/ce062jlkf2slqvkqygaw.jpg,,,,,, 750 mL Bottle
Wine,Rex Goliath,"Rex Goliath Free Range, Red Wine, 1.5 L Bottle",Red,1.5,L,1,,Bottle,"Red Goliath Free Range is full-bodied with juicy red fruit flavors. Slightly sweet with plum and cocoa, for a smooth delicious finish. This red wine is easy to share with your fellow wine adventurer.","At the turn of the 20th century, Rex Goliath, the �World�s Largest Rooster�, was the treasured attraction of a Texas circus. We honor Rex with our premium varietal wines. Mark Ferguson joined the team as a winemaker in 2011 and has added his expertise to every bottle ever since. He brings enthusiasm and comprehensive experience and works to continue the legacy of bold flavors and big personality for which the wines have become known. Rex Goliath wines have won more than 65 gold medals in the major wine competitions. Full-bodied with big and juicy red fruit flavors, Free Range Red is slightly sweet with ripe plum and cocoa, and delivers a mild tannin structure for a smooth, delicious finish. It�s smooth and easy to share with your fellow red wine adventurer.",,,,,Slightly sweet with ripe plum and cocoa,,,,,Easy to share with your fellow red wine adventurer,,A legacy of bold flavors and big personality,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 HRM Rex-Goliath Winery, Acampo, CA",,,,http://images.salsify.com/image/upload/s--M7AUXbS0--/tgaospvzlcwtxo44hkar.png,http://images.salsify.com/image/upload/s--hxJJbH98--/v0qwrk1dtolsqgpsapxw.jpg,http://images.salsify.com/image/upload/s--GmbNKTOW--/nwb4jxhc5pr9deywhhqh.jpg,,,,,, 1.5 L Bottle
Wine,Kim Crawford,"Kim Crawford Fizz Methode Traditionnelle, White Sparkling Wine, 750 mL Bottle",Methode Traditionnelle,750,mL,1,,Bottle,"Kim Crawford Small Parcels Fizz Methode Traditionnelle is a blend of pinot noir and chardonnay grapes. This sparkling wine has a soft, creamy texture and a finish that is crisp and dry.","Kim Crawford's philosophy on making good wine is simple:�focus on flavor. The exceptional grapes were selected from small batches and crafted into our Small Parcels range. With grapes grown between the latitudes of 34 degrees and 47 degrees, Kim Crawford's growing regions cover a distance of 1,000 miles from the northern tip of New Zealand to the southern coast. Within these regions the climates vary and allow winemakers to select from an assortment of grapes producing the diverse and flavorful wines Kim Crawford is known for. This Kim Crawford Fizz Methode Traditionnelle is a harmonious blend of the finest pinot noir and chardonnay grapes and exhibits delicate citrus fruit layered with toasty brioche characters. The palate on this sparkling wine has a soft, creamy texture and refreshing natural acidity with a finish that is crisp and dry.",,,,,Delicate citrus fruit layered with toasty brioche characters,"Soft, creamy texture and refreshing natural acidity",,,,,,Our philosophy on making good wine is simple: focus on flavor,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.","SPARKLING WARNING: BE CAREFUL! Point bottle away from self and others to avoid serious eye injury.  Stopper may eject forcefully while you are removing the hood or at any time after hood removal.  Bottle contains high pressure which increases with warmth or shaking.  To open: (1) chill well, (2) do not shake, (3) point bottle away from self and others, (4) remove hood, (5) twist stopper out slowly by hand.  NEVER use a cork remover or reinsert stopper.",New Zealand,New Zealand,Please enjoy our wines responsibly.,"� 2020 Constellation Imports, Rutherford, CA USA",,,,http://images.salsify.com/image/upload/s--xD6ftb3V--/e9jhttb1foct8ik6njhg.png,http://images.salsify.com/image/upload/s--d8PepYc1--/hr6uexrqbcvzmwlfein2.png,http://images.salsify.com/image/upload/s--U-GrJBPc--/xo5q04gk6b5uluzltdfm.png,,,,,, 750 mL Bottle
Wine,Manischewitz,"Manischewitz Concord Kosher, Red Wine, 1.5 L Bottle",Concord Kosher,1.5,L,1,,Bottle,Manischewitz Concord Kosher is smooth with plenty of grape flavors. The crisp acidity balances the sweetness and fruit aromas. This red wine goes wonderfully with barbecued meats and desserts.,"The Manischewitz winery is located in Canandaigua, New York, and is best known for its budget concord wine. It is aged in steel tanks at cold temperatures to maintain fruit aromas. A sweet wine with a pleasant mouth feel and a smooth aftertaste. A smooth fruity wine with plenty of grape flavor and a subtle aroma of confectionery flavors. The crisp acidity balances the sweetness and up front fruit aromas. The natural fruitiness allows this wine to be served chilled. Goes wonderfully with barbecued meats, and fruity desserts.",,,,,Subtle aroma of confectionery flavors,,,,"Goes wonderfully with barbecued meats, and fruity desserts",Natural fruitiness allows this wine to be served chilled,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,United States,United States,Please enjoy our wines responsibly.,"� 2020 Manischewitz Wine Company, Canandaigua, NY",,,,http://images.salsify.com/image/upload/s--XhAgR9K4--/rb4awy5pp4svfciks0wr.png,http://images.salsify.com/image/upload/s--Dfjtmone--/pchtxnzm1apbnbc2f021.jpg,,,,,,, 1.5 L Bottle
Wine,Capri,"Capri American Chablis, White Wine, 3 L Bottle",Chablis,3,L,1,,Bottle,"Capri Chablis features aromas and flavors highlighted by apple, pear, and melon, all delivered in a well-balanced, medium-bodied white wine. Capri wines deliver quality wine at an affordable price.","Capri Chablis is a delightful American-appellation table wine. At the heart of Capri wines is its roots in upstate New York. From its straw-yellow color to its mellow fruit character, Capri American Chablis is an exceptional smooth white wine. Capri Chablis features aromas and flavors highlighted by apple, pear, and melon, all delivered in a well-balanced, medium-bodied wine. Capri wines deliver quality wine at an affordable price.",,,,,"Features flavors highlighted by apple, pear, and melon",,,American-appellation,,,,Quality wine at an affordable price,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,New York,United States,Please enjoy our wines responsibly.,"� 2020 Batavia Wine Cellars, Canandaigua, NY",,,,http://images.salsify.com/image/upload/s--86xO-tlE--/qdtjrcwwhv1ptxya8ykw.jpg,http://images.salsify.com/image/upload/s--up_Zl045--/mgjxjuyoz0t2yzyexbfv.jpg,http://images.salsify.com/image/upload/s--Gp1GJwvu--/fgszm1evdomksqbqwsua.jpg,,,,,, 3 L Bottle
Wine,Derange,"Derange Napa Valley Red Blend, The Prisoner Wine Company, Red Wine, 750 mL Bottle",Red Blend,750,mL,1,,Bottle,"Derange Napa Valley Red Wine is a delicious red wine blend full of black fruit, spice and vanilla toast flavors and aromas. It pairs well with bread and cheese, mushroom dishes or a cheeseburger.","Derange Napa Valley Red Wine is a delicious red blend full of flavors and aromas of black cherry, clove spice, blackberry cobbler and vanilla toast. Hand-picked and carefully selected cabernet sauvignon grapes provide structure and density to this California red wine, while the petite sirah varietal provides mid-palate richness and concentration. Meanwhile, merlot grapes offer juiciness and acidity and the syrah varietal adds earthiness, depth and a touch of spice. Zinfandel brings a softness that ties all the varietals together. Barrel aged in French oak casks for 18 months after going through stainless steel and malolactic fermentation, this red wine blend fills the palate with soft tannins and a balanced acidity. Store this barrel aged wine at room temperature to preserve its quality, and refrigerate for 30 to 60 minutes before serving with bread and cheese, mushroom dishes or a cheeseburger. Please enjoy our wines responsibly. � 2020 The Prisoner Wine Company, St. Helena, CA USA",One 750 mL bottle of Derange Napa Valley Red Wine,,,"Features scents of black cherry, clove spice, blackberry cobbler, and vanilla toast","This barrel aged wine is full of black fruit, spice and toasty flavors",Delicious red wine that fills the palate with soft tannins and balanced acidity,"This red blend undergoes stainless steel and malolactic fermentation, followed by barrel aging",California wine made with grapes grown in Napa Valley,"Pairs well with bread and cheese, mushroom dishes or a cheeseburger","Store this bottle of wine at room temperature, then chill for 30 to 60 minutes before serving",,Working with impassioned growers to make wine that challenges expectations.,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Please enjoy our wines responsibly.,"� 2020 The Prisoner Wine Company, Oakville, CA",,,,http://images.salsify.com/image/upload/s--o8w6d6sx--/lal3fy9mep6er72a4uv9.png,http://images.salsify.com/image/upload/s--8AAIaNmA--/pyyawkmsuhy6gzxsvaf9.png,http://images.salsify.com/image/upload/s--G6eXUBNR--/kclmgmmey3ekh6lhuavw.png,,,,,, Red Wine
